number_global,team_slot,code,type,category,section,group,team,countryCode,name,player,position,notes,sourceUrl,statusCadastro
725,5,ARG-005,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Cristian Romero,Cristian Romero,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
726,6,ARG-006,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Nicolás Otamendi,Nicolás Otamendi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
727,7,ARG-007,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Nicolás Tagliafico,Nicolás Tagliafico,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
728,8,ARG-008,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Leonardo Balerdi,Leonardo Balerdi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
729,9,ARG-009,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Enzo Fernández,Enzo Fernández,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
730,10,ARG-010,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Alexis Mac Allister,Alexis Mac Allister,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
731,11,ARG-011,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Rodrigo De Paul,Rodrigo De Paul,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
732,12,ARG-012,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Exequiel Palacios,Exequiel Palacios,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
733,13,ARG-013,NORMAL,foto_do_time,Seleções,Grupo J,Argentina,ARG,Foto oficial do Argentina,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
734,14,ARG-014,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Nico Paz,Nico Paz,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
735,15,ARG-015,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Franco Mastantuono,Franco Mastantuono,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
736,16,ARG-016,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Nico González,Nico González,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
737,17,ARG-017,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Lionel Messi,Lionel Messi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
738,18,ARG-018,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Lautaro Martínez,Lautaro Martínez,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
739,19,ARG-019,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Julián Álvarez,Julián Álvarez,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
740,20,ARG-020,NORMAL,jogador,Seleções,Grupo J,Argentina,ARG,Giuliano Simeone,Giuliano Simeone,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
741,1,ALG-001,SHINY,escudo_do_time,Seleções,Grupo J,Argélia,ALG,Escudo do Argélia,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
742,2,ALG-002,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Nabil Bentaleb,Nabil Bentaleb,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
743,3,ALG-003,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Alexis Guendouz,Alexis Guendouz,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
744,4,ALG-004,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Ramy Bensebaini,Ramy Bensebaini,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
745,5,ALG-005,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Youcef Atal,Youcef Atal,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
746,6,ALG-006,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Rayan Aït-Nouri,Rayan Aït-Nouri,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
747,7,ALG-007,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Mohamed Amine Tougai,Mohamed Amine Tougai,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
748,8,ALG-008,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Aïssa Mandi,Aïssa Mandi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
749,9,ALG-009,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Ismael Bennacer,Ismael Bennacer,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
750,10,ALG-010,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Houssem Aouar,Houssem Aouar,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
751,11,ALG-011,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Hicham Boudaoui,Hicham Boudaoui,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
752,12,ALG-012,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Ramiz Zerrouki,Ramiz Zerrouki,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
753,13,ALG-013,NORMAL,foto_do_time,Seleções,Grupo J,Argélia,ALG,Foto oficial do Argélia,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
754,14,ALG-014,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Farés Chaibi,Farés Chaibi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
755,15,ALG-015,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Riyad Mahrez,Riyad Mahrez,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
756,16,ALG-016,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Said Benrahma,Said Benrahma,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
757,17,ALG-017,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Anis Hadj Moussa,Anis Hadj Moussa,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
758,18,ALG-018,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Amine Gouiri,Amine Gouiri,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
759,19,ALG-019,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Baghdad Bounedjah,Baghdad Bounedjah,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
760,20,ALG-020,NORMAL,jogador,Seleções,Grupo J,Argélia,ALG,Mohammed Amoura,Mohammed Amoura,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
761,1,AUT-001,SHINY,escudo_do_time,Seleções,Grupo J,Áustria,AUT,Escudo do Áustria,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
762,2,AUT-002,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Konrad Laimer,Konrad Laimer,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
763,3,AUT-003,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Alexander Schlager,Alexander Schlager,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
764,4,AUT-004,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Patrick Pentz,Patrick Pentz,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
765,5,AUT-005,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,David Alaba,David Alaba,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
766,6,AUT-006,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Kevin Danso,Kevin Danso,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
767,7,AUT-007,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Philipp Lienhart,Philipp Lienhart,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
768,8,AUT-008,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Stefan Posch,Stefan Posch,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
769,9,AUT-009,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Phillipp Mwene,Phillipp Mwene,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
770,10,AUT-010,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Alexander Prass,Alexander Prass,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
771,11,AUT-011,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Xaver Schlager,Xaver Schlager,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
772,12,AUT-012,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Marcel Sabitzer,Marcel Sabitzer,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
773,13,AUT-013,NORMAL,foto_do_time,Seleções,Grupo J,Áustria,AUT,Foto oficial do Áustria,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
774,14,AUT-014,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Florian Grillitsch,Florian Grillitsch,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
775,15,AUT-015,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Nicolas Seiwald,Nicolas Seiwald,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
776,16,AUT-016,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Romano Schmid,Romano Schmid,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
777,17,AUT-017,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Patrick Wimmer,Patrick Wimmer,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
778,18,AUT-018,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Christoph Baumgartner,Christoph Baumgartner,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
779,19,AUT-019,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Michael Gregoritsch,Michael Gregoritsch,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
780,20,AUT-020,NORMAL,jogador,Seleções,Grupo J,Áustria,AUT,Marko Arnautović,Marko Arnautović,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
781,1,JOR-001,SHINY,escudo_do_time,Seleções,Grupo J,Jordânia,JOR,Escudo do Jordânia,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
782,2,JOR-002,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Mohannad Abu Taha,Mohannad Abu Taha,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
783,3,JOR-003,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Yazeed Abulaila,Yazeed Abulaila,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
784,4,JOR-004,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Ihsan Haddad,Ihsan Haddad,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
785,5,JOR-005,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Mohammad Abu Hashish,Mohammad Abu Hashish,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
786,6,JOR-006,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Yazan Al-Arab,Yazan Al-Arab,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
787,7,JOR-007,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Abdallah Nasib,Abdallah Nasib,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
788,8,JOR-008,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Saleem Obaid,Saleem Obaid,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
789,9,JOR-009,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Mohammad Abualnadi,Mohammad Abualnadi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
790,10,JOR-010,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Ibrahim Saadeh,Ibrahim Saadeh,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
791,11,JOR-011,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Nizar Al-Rashdan,Nizar Al-Rashdan,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
792,12,JOR-012,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Noor Al-Rawabdeh,Noor Al-Rawabdeh,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
793,13,JOR-013,NORMAL,foto_do_time,Seleções,Grupo J,Jordânia,JOR,Foto oficial do Jordânia,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
794,14,JOR-014,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Amer Jamous,Amer Jamous,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
795,15,JOR-015,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Musa Al-Taamari,Musa Al-Taamari,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
796,16,JOR-016,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Yazan Al-Naimat,Yazan Al-Naimat,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
797,17,JOR-017,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Mahmoud Al-Mardi,Mahmoud Al-Mardi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
798,18,JOR-018,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Ali Olwan,Ali Olwan,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
799,19,JOR-019,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Mohammad Abu Zrayq,Mohammad Abu Zrayq,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
800,20,JOR-020,NORMAL,jogador,Seleções,Grupo J,Jordânia,JOR,Ibrahim Sabra,Ibrahim Sabra,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
801,1,POR-001,SHINY,escudo_do_time,Seleções,Grupo K,Portugal,POR,Escudo do Portugal,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
802,2,POR-002,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Vitinha,Vitinha,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
803,3,POR-003,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Diogo Costa,Diogo Costa,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
804,4,POR-004,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Jose Sa,Jose Sa,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
805,5,POR-005,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Ruben Dias,Ruben Dias,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
806,6,POR-006,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,João Cancelo,João Cancelo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
807,7,POR-007,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Diogo Dalot,Diogo Dalot,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
808,8,POR-008,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Nuno Mendes,Nuno Mendes,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
809,9,POR-009,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Gonçalo Inácio,Gonçalo Inácio,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
810,10,POR-010,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Bernardo Silva,Bernardo Silva,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
811,11,POR-011,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Bruno Fernandes,Bruno Fernandes,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
812,12,POR-012,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Ruben Neves,Ruben Neves,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
813,13,POR-013,NORMAL,foto_do_time,Seleções,Grupo K,Portugal,POR,Foto oficial do Portugal,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
814,14,POR-014,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,João Neves,João Neves,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
815,15,POR-015,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Cristiano Ronaldo,Cristiano Ronaldo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
816,16,POR-016,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Francisco Trincão,Francisco Trincão,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
817,17,POR-017,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,João Felix,João Felix,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
818,18,POR-018,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Gonçalo Ramos,Gonçalo Ramos,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
819,19,POR-019,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Pedro Neto,Pedro Neto,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
820,20,POR-020,NORMAL,jogador,Seleções,Grupo K,Portugal,POR,Rafael Leão,Rafael Leão,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
821,1,COD-001,SHINY,escudo_do_time,Seleções,Grupo K,RD Congo,COD,Escudo do RD Congo,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
822,2,COD-002,NORMAL,jogador,Seleções,Grupo K,RD Congo,COD,Noah Sadiki,Noah Sadiki,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
823,3,COD-003,NORMAL,jogador,Seleções,Grupo K,RD Congo,COD,Lionel Mpasi,Lionel Mpasi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
824,4,COD-004,NORMAL,jogador,Seleções,Grupo K,RD Congo,COD,Aaron Wan-Bissaka,Aaron Wan-Bissaka,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
